stream_id,point_name,brick_class,event_time,value,site_id
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-21T00:33:49.632000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-21T09:03:48.996000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-21T17:33:48.889000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-22T04:26:31.915000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-22T12:56:31.504000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-22T21:26:31.625000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-23T05:56:31.981000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-23T14:26:31.966000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-23T22:56:32.259000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-24T07:26:32.226000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-24T15:56:32.211000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-25T00:26:32.244000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-25T08:56:32.357000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-25T17:26:32.356000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-26T01:56:32.713000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-26T10:26:32.519000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-26T18:56:32.504000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-27T03:26:32.402000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-27T11:56:32.375000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-27T20:26:32.423000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-28T04:56:33.226000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-28T13:26:33.414000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-28T21:56:33.927000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-29T06:26:34.547000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-29T14:56:33.482000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-29T23:26:34.300000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-30T07:56:34.580000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-04-30T16:26:34.643000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-01T00:56:34.049000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-01T09:26:34.268000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-01T17:56:34.518000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-02T02:26:34.712000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-02T10:56:35.199000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-02T19:26:35.429000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-03T03:56:34.989000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-03T12:26:34.942000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-03T20:56:35.261000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-04T05:26:35.439000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-04T13:56:35.487000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-04T22:26:35.908000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-05T06:56:36.057000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-05T15:26:35.939000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-05T23:56:36.541000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-06T08:26:36.287000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-06T16:56:36.463000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-07T01:26:36.883000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-07T09:56:36.866000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-07T18:26:37.016000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-08T02:56:37.214000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-08T11:26:37.425000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-08T19:56:37.549000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-09T04:26:37.710000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-09T12:56:37.903000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-09T21:26:38.105000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-10T05:56:38.706000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-10T14:26:38.357000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-10T22:56:37.767000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-11T07:26:37.522000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-11T15:56:37.449000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-12T00:26:37.715000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-12T08:56:37.563000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-12T17:26:37.453000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-13T01:56:37.791000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-13T10:26:37.454000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-13T18:56:37.487000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-17T04:56:42.228000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-17T13:26:41.975000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-17T21:56:42.224000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-18T06:26:42.251000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-18T14:56:42.081000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-18T23:26:42.922000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-19T07:56:42.823000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-19T16:26:42.634000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-20T00:56:42.810000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-20T09:26:42.649000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-20T17:56:42.630000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-21T02:26:42.905000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-21T10:56:42.668000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-21T19:26:42.631000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-22T03:56:42.699000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-22T12:26:42.732000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-22T20:56:42.807000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-23T05:26:42.688000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-23T13:56:42.728000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-23T22:26:42.967000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-24T06:56:43.121000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-24T15:26:42.802000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-24T23:56:42.986000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-25T08:26:42.795000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-25T16:56:42.798000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-26T01:26:43.002000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-26T09:56:42.792000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-26T18:26:42.795000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-27T02:56:42.903000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-27T11:26:43.110000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-27T19:56:43.225000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-28T04:26:43.650000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-28T12:56:43.699000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-28T21:26:42.897000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-29T05:56:43.077000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-29T14:26:43.225000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-29T22:56:43.489000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-30T07:26:43.683000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-30T15:56:43.955000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-31T00:26:44.340000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-31T08:56:44.442000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-05-31T17:26:44.615000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-01T01:56:44.896000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-01T10:26:45.040000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-01T18:56:45.064000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-02T03:26:45.417000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-02T11:56:45.472000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-02T20:26:45.693000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-03T04:56:46.145000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-03T13:26:46.152000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-03T21:56:46.441000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-04T06:26:46.787000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-04T14:56:45.661000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-04T23:26:45.899000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-05T07:56:46.011000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-05T16:26:46.101000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-06T00:56:46.275000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-06T09:26:46.396000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-06T16:16:45.993000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-07T00:46:46.199000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-07T10:53:59.360000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-07T19:23:59.371000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-08T03:53:59.833000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-08T12:23:59.338000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-08T20:53:59.620000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-09T05:23:59.743000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-09T13:53:59.500000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-09T22:23:59.709000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-10T06:53:59.717000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-10T15:23:59.408000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-10T23:54:00.001000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-11T08:23:59.684000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-11T16:53:59.636000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-12T01:23:59.639000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-12T09:53:59.547000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-12T18:23:59.900000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-13T02:53:59.955000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-13T11:24:00.430000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-13T19:54:00.393000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-14T04:24:00.461000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-14T12:54:00.456000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-14T21:34:01.328000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-15T06:04:01.593000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-15T14:34:01.586000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-15T23:04:01.889000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-16T07:34:02.274000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-16T16:04:01.030000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-17T00:34:01.258000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-17T09:04:00.996000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-17T17:34:01.038000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-18T02:04:01.197000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-18T10:34:01.021000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-18T19:04:01.013000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-19T03:34:01.050000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-19T12:04:01.109000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-19T20:34:01.097000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-20T05:04:01.147000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-20T13:34:01.044000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-20T22:04:01.370000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-21T06:34:01.387000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-21T15:04:01.060000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-21T23:34:01.377000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-22T08:04:01.197000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-22T16:34:01.129000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-23T01:04:01.356000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-23T09:34:01.109000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-23T18:04:01.095000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-24T02:34:01.234000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-24T11:04:01.191000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-24T19:34:01.057000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-25T04:04:01.383000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-25T12:34:01.079000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-25T21:04:01.134000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-26T05:34:01.159000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-26T14:04:01.151000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-27T06:39:01.579000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-27T15:09:01.181000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-27T23:39:01.557000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-28T07:59:01.636000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-28T16:29:00.852000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-29T00:59:01.560000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-29T09:19:01.294000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-29T17:49:01.186000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-30T02:19:00.935000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-30T10:39:01.201000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-06-30T19:09:01.005000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-07-01T03:39:01.591000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-07-01T11:59:01.167000000,1.0,Site_B
0c6cb0a3_7b9c_43af_baf5_dcb4ccd6914a,Heating_Command,Heating_Command,2021-07-01T20:29:01.167000000,1.0,Site_B
